,LOT번호,작업명,설비번호,단위중량(kg),투입중량(kg),투입액량(L),염색길이(m),공정진행시간(%),목표온도,지시온도,진행온도,목표대비 진행온도,지시대비 진행온도,포속1,포속2,포속3,포속4,염색색차 DE
29844,F2208260029,원단검사,FCM11,604,258.8,4000,400.0,33.88,0,130.0,129.7,0.0,0.9976923076923075,64,67,66,67,2.080513
4399,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,3.35,80,40.0,40.1,0.50125,1.0025,5,13,64,10,5.306342
24151,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,31.39,0,74.5,74.9,0.0,1.0053691275167786,26,542,42,435,0.6079773
20916,F2207280322,원단검사,FCM08,320,54.6,1000,76.0,32.37,0,89.5,89.3,0.0,0.9977653631284916,67,81,20,69,1.818745
9436,F2204290026,원단검사,FCM08,560,55.8,1000,10.0,89.59,0,70.0,70.0,0.0,1.0,51,410,51,120,2.042118
12459,F2206290114,원단검사,FCM05,625,220.3,2000,201.0,84.8,0,99.6,99.3,0.0,0.996987951807229,109,200,102,139,0.9501897
14932,F2207040146,원단검사,FCM08,294,80.1,1000,254.0,79.35,0,115.6,115.5,0.0,0.999134948096886,73,345,68,347,0.319741
954,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,24.9,0,120.0,121.3,0.0,1.0108333333333333,56,100,133,54,0.6491697
12595,F2206290140,원단검사,FCM06,625,218.2,2000,14.0,24.36,0,126.7,126.3,0.0,0.9968429360694554,2,77,96,53,0.5479724
28365,F2208120067,원단검사,FCM08,460,46.4,1000,3.0,74.9,0,130.0,129.9,0.0,0.9992307692307691,60,181,60,74,1.068646
1117,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,58.71,0,70.0,49.2,0.0,0.7028571428571428,51,224,130,119,0.6491697
13939,F2207010015,원단검사,FCM12,460,38.4,600,32.0,18.18,0,103.6,103.5,0.0,0.9990347490347492,41,46,0,0,0.3146644
30337,F2208260120,원단검사,FCM12,450,53.2,600,100.0,60.0,0,130.0,130.0,0.0,1.0,52,71,0,0,0.7367827
28672,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,40.13,0,70.0,69.1,0.0,0.9871428571428572,68,200,140,84,0.8660321
11775,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,25.96,0,79.9,80.0,0.0,1.0012515644555693,32,344,33,274,1.315164
2253,F2202180360,원단검사,FCM11,495,368.0,4000,47.0,96.97,0,30.0,25.6,0.0,0.8533333333333334,111,89,216,91,1.304339
7995,F2204080072,원단검사,FCM05,450,129.0,2000,92.0,3.94,130,40.0,37.6,0.2892307692307692,0.94,87,6,86,3,1.000596
24122,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,24.89,0,124.6,124.0,0.0,0.9951845906902088,42,479,17,387,0.6079773
13462,F2206290331,원단검사,FCM08,560,71.1,1000,71.0,93.46,0,70.0,68.5,0.0,0.9785714285714284,62,351,444,73,14.40188
7797,F2203280105,원단검사,FCM05,505,149.4,2000,6.0,21.79,0,91.7,92.2,0.0,1.005452562704471,90,42,98,23,0.9071327
15017,F2207070020,염색,FCM12,314,44.6,600,35.0,6.61,80,41.2,39.8,0.4974999999999999,0.966019417475728,51,8,0,0,0.5272802
23441,F2208030137,원단검사,FCM08,480,82.4,1000,128.0,12.76,0,40.0,40.4,0.0,1.01,3,39,51,34,2.207412
28729,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,49.59,0,73.5,73.4,0.0,0.9986394557823132,69,249,72,111,0.8660321
12841,F2206290140,원단검사,FCM06,625,218.2,2000,14.0,94.05,0,34.5,43.3,0.0,1.255072463768116,14,350,89,207,0.5479724
7858,F2203280105,원단검사,FCM05,505,149.4,2000,6.0,47.86,0,130.0,131.3,0.0,1.01,37,101,99,52,0.9071327
20850,F2207280320,원단검사,FCM12,450,41.0,600,83.0,96.49,0,34.1,31.4,0.0,0.9208211143695014,46,217,0,0,2.425779
31225,F2208300003,원단검사,FCM05,800,167.0,2000,84.0,7.1,100,36.9,34.1,0.341,0.924119241192412,72,4,84,3,7.266841
30331,F2208260120,원단검사,FCM12,450,53.2,600,100.0,56.67,0,130.0,129.9,0.0,0.9992307692307691,51,67,0,0,0.7367827
8847,F2204290025,원단검사,FCM12,560,42.8,600,11.0,47.86,0,70.0,68.2,0.0,0.9742857142857144,39,193,0,0,14.85745
9533,F2205160003,염색,FCM06,314,115.1,2000,401.0,22.59,0,83.3,83.4,0.0,1.0012004801920769,14,52,90,24,0.4264583
33946,F2209010104,원단검사,FCM11,604,207.4,4000,550.0,99.12,0,30.0,29.9,0.0,0.9966666666666666,30,211,61,258,1.874971
12353,F2206290114,원단검사,FCM05,625,220.3,2000,201.0,52.58,0,70.0,68.5,0.0,0.9785714285714284,79,121,102,85,0.9501897
24631,F2208080025,원단검사,FCM06,320,122.7,2000,77.0,52.1,0,115.7,115.4,0.0,0.9974070872947278,3,211,93,115,1.593427
25951,F2208090904,원단검사,FCM08,450,54.8,1000,10.0,87.94,0,33.2,44.4,0.0,1.3373493975903612,69,95,365,37,2.453874
31058,F2208290104,원단검사,FCM11,604,311.6,4000,600.0,25.96,0,91.7,91.3,0.0,0.9956379498364232,69,38,72,42,1.008322
16001,F2207080047,원단검사,FCM06,450,164.2,2000,173.0,70.47,0,91.8,91.4,0.0,0.9956427015250544,5,376,87,219,1.362835
494,F2201280039,원단검사,FCM08,324,44.6,1000,41.0,95.74,0,43.0,38.5,0.0,0.8953488372093024,67,432,135,132,0.7530965
15719,F2207080047,원단검사,FCM06,450,164.2,2000,173.0,7.38,80,67.8,67.3,0.8412499999999999,0.9926253687315634,31,32,84,17,1.362835
21285,F2207280325,원단검사,FCM05,324,102.4,2000,16.0,56.76,0,112.5,112.3,0.0,0.9982222222222222,48,184,185,143,0.4797601
26606,F2208100051,원단검사,FCM05,324,139.6,2000,253.0,79.07,0,70.0,69.4,0.0,0.9914285714285715,85,96,104,80,0.5054298
27215,F2208120022,원단검사,FCM05,536,184.9,2000,84.0,86.05,0,89.7,89.1,0.0,0.9933110367892976,53,191,113,122,1.057401
8062,F2204080072,원단검사,FCM05,450,129.0,2000,92.0,21.52,0,118.2,119.5,0.0,1.0109983079526226,6,68,84,43,1.000596
10428,F2206070015,원단검사,FCM08,324,54.4,1000,119.0,26.44,0,132.0,131.3,0.0,0.9946969696969696,20,211,94,169,1.702155
2826,F2202210054,염색,FCM06,314,113.8,2000,350.0,50.62,0,120.0,121.3,0.0,1.0108333333333333,18,141,90,79,0.3047607
22477,F2208020077,원단검사,FCM08,350,77.6,1000,12.0,64.0,0,70.0,70.2,0.0,1.002857142857143,64,305,53,272,1.354934
11612,F2206200066,원단검사,FCM08,625,60.2,1000,52.0,87.12,0,70.0,69.6,0.0,0.9942857142857142,53,149,159,37,1.039721
14251,F2207010034,염색,FCM06,314,98.8,2000,300.0,20.18,0,74.6,74.1,0.0,0.9932975871313672,3,51,67,29,0.5957398
4569,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,36.88,0,70.0,68.0,0.0,0.9714285714285714,65,239,35,185,5.306342
974,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,29.05,0,88.7,87.9,0.0,0.9909808342728298,53,116,130,64,0.6491697
31289,F2208300003,원단검사,FCM05,800,167.0,2000,84.0,42.08,0,114.2,113.8,0.0,0.9964973730297724,68,96,67,53,7.266841
28280,F2208120067,원단검사,FCM08,460,46.4,1000,3.0,42.08,0,130.0,129.9,0.0,0.9992307692307691,59,100,122,33,1.068646
30647,F2208290102,원단검사,FCM11,604,306.6,4000,600.0,13.17,30,50.0,49.7,1.6566666666666667,0.994,73,11,83,10,3.03364
441,F2201280039,원단검사,FCM08,324,44.6,1000,41.0,85.49,0,114.5,113.6,0.0,0.9921397379912664,65,383,261,115,0.7530965
8351,F2204080072,원단검사,FCM05,450,129.0,2000,92.0,97.38,0,38.3,40.0,0.0,1.0443864229765014,86,357,84,230,1.000596
21492,F2207280327,원단검사,FCM08,324,51.3,1000,9.0,7.14,135,42.1,41.5,0.3074074074074074,0.985748218527316,47,11,48,12,0.4998396
4284,F2203030280,원단검사,FCM08,324,66.2,1000,31.0,69.94,0,135.0,136.1,0.0,1.008148148148148,56,338,59,246,0.8130776
9909,F2205300077,원단검사,FCM05,505,201.4,2000,1.0,61.22,0,70.0,66.7,0.0,0.9528571428571428,109,151,106,94,1.309122
11377,F2206160104,원단검사,FCM05,625,155.4,2000,34.0,46.24,0,128.0,126.8,0.0,0.990625,70,84,69,57,0.9041876
22723,F2208020101,염색,FCM06,314,93.4,2000,269.0,0.9,30,30.0,33.3,1.11,1.11,0,0,0,0,0.4271967
15383,F2207080044,원단검사,FCM11,190,88.3,4000,458.0,67.84,0,109.9,109.6,0.0,0.9972702456778888,73,103,77,99,1.169382
29910,F2208260029,원단검사,FCM11,604,258.8,4000,400.0,61.16,0,89.8,88.4,0.0,0.9844097995545658,63,124,44,148,2.080513
15237,F2207080044,원단검사,FCM11,190,88.3,4000,458.0,3.52,30,30.0,30.6,1.02,1.02,59,1,58,1,1.169382
1713,F2202180111,원단검사,FCM12,495,45.4,600,1.0,67.33,0,102.2,101.8,0.0,0.9960861056751468,52,102,0,0,3.967644
12242,F2206290114,원단검사,FCM05,625,220.3,2000,201.0,18.84,0,100.0,99.9,0.0,0.999,110,40,103,31,0.9501897
6855,F2203240028,원단검사,FCM11,190,85.6,4000,401.0,35.2,0,89.3,89.0,0.0,0.9966405375139978,90,61,59,94,1.655061
21562,F2207280327,원단검사,FCM08,324,51.3,1000,9.0,40.48,0,125.6,126.0,0.0,1.0031847133757965,47,108,47,108,0.4998396
4777,F2203030281,원단검사,FCM08,324,78.3,1000,25.0,77.91,0,135.0,136.7,0.0,1.0125925925925925,41,544,18,425,5.306342
31607,F2208300084,원단검사,FCM06,460,155.8,2000,5.0,55.5,0,130.0,129.8,0.0,0.9984615384615384,81,217,79,145,1.361657
30788,F2208290102,원단검사,FCM11,604,306.6,4000,600.0,97.6,0,30.0,29.9,0.0,0.9966666666666666,82,123,90,123,3.03364
2475,F2202180559,원단검사,FCM11,495,352.8,4000,121.0,72.58,0,124.1,122.3,0.0,0.98549556809025,86,42,90,37,1.473568
19503,F2207270001,원단검사,FCM06,320,197.6,2000,601.0,68.6,0,82.4,82.1,0.0,0.9963592233009708,49,148,142,82,2.601036
3894,F2202210108,원단검사,FCM05,560,199.5,2000,111.0,37.45,0,120.0,121.1,0.0,1.0091666666666663,74,83,120,36,3.457263
22488,F2208020077,원단검사,FCM08,350,77.6,1000,12.0,66.93,0,70.0,68.7,0.0,0.9814285714285714,9,322,55,286,1.354934
21777,F2207290029,원단검사,FCM05,350,128.0,2000,273.0,44.55,0,125.2,125.2,0.0,1.0,126,39,117,36,0.2007852
25293,F2208090010,염색,FCM08,800,66.0,1000,75.0,69.2,0,95.4,95.3,0.0,0.9989517819706498,30,474,12,423,0.3451779
33080,F2208300552,원단검사,FCM08,324,38.0,1000,19.0,6.2,135,43.1,42.6,0.3155555555555556,0.988399071925754,71,7,335,2,0.8450533
30961,F2208290103,원단검사,FCM11,604,310.4,4000,600.0,79.72,0,79.8,78.9,0.0,0.9887218045112784,44,136,72,131,0.6295673
28694,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,43.78,0,70.0,68.4,0.0,0.9771428571428572,68,219,69,98,0.8660321
28710,F2208120070,원단검사,FCM08,460,51.5,1000,36.0,46.43,0,70.0,68.1,0.0,0.9728571428571428,69,233,279,104,0.8660321
12571,F2206290140,원단검사,FCM06,625,218.2,2000,14.0,17.56,0,100.0,99.8,0.0,0.998,62,54,193,40,0.5479724
29823,F2208260029,원단검사,FCM11,604,258.8,4000,400.0,25.21,0,111.2,109.8,0.0,0.987410071942446,64,47,66,48,2.080513
22324,F2208020077,원단검사,FCM08,350,77.6,1000,12.0,23.2,0,70.0,37.0,0.0,0.5285714285714286,42,108,54,99,1.354934
11202,F2206100035,원단검사,FCM05,460,111.0,2000,115.0,70.86,0,112.1,111.7,0.0,0.9964317573595004,137,102,1946,9,17.20203
14780,F2207040146,원단검사,FCM08,294,80.1,1000,254.0,34.51,0,83.6,83.0,0.0,0.992822966507177,23,183,69,186,0.319741
19715,F2207270052,원단검사,FCM05,450,124.8,2000,227.0,10.6,80,85.4,85.2,1.065,0.9976580796252928,73,31,74,27,3.592049
1749,F2202180111,원단검사,FCM12,495,45.4,600,1.0,85.15,0,70.0,69.1,0.0,0.9871428571428572,47,136,0,0,3.967644
34142,F2209010106,원단검사,FCM11,604,234.2,4000,433.0,93.72,0,36.2,34.5,0.0,0.9530386740331492,73,130,82,196,1.696731
15139,F2207070020,염색,FCM12,314,44.6,600,35.0,60.35,0,87.3,86.7,0.0,0.993127147766323,62,109,0,0,0.5272802
33722,F2209010103,원단검사,FCM11,604,208.7,4000,550.0,100.0,0,0.0,29.5,0.0,0.0,46,185,47,198,1.265589
13794,F2207010013,원단검사,FCM12,460,40.0,600,3.0,60.5,0,125.8,125.5,0.0,0.9976152623211448,37,98,0,0,1.130695
6636,F2203110062,원단검사,FCM08,294,76.2,1000,11.0,26.32,0,83.0,85.5,0.0,1.0301204819277108,5,40,75,32,0.08812822
24673,F2208080025,원단검사,FCM06,320,122.7,2000,77.0,62.47,0,70.0,69.2,0.0,0.9885714285714288,40,255,93,140,1.593427
9928,F2205300077,원단검사,FCM05,505,201.4,2000,1.0,67.31,0,83.4,82.9,0.0,0.9940047961630696,77,164,112,104,1.309122
2485,F2202180559,원단검사,FCM11,495,352.8,4000,121.0,75.92,0,130.0,130.0,0.0,1.0,86,49,90,43,1.473568
14685,F2207040146,원단검사,FCM08,294,80.1,1000,254.0,6.49,70,124.7,124.0,1.7714285714285714,0.9943865276663992,73,85,48,84,0.319741
13843,F2207010013,원단검사,FCM12,460,40.0,600,3.0,85.0,0,70.0,69.4,0.0,0.9914285714285715,38,147,0,0,1.130695
19303,F2207270001,원단검사,FCM06,320,197.6,2000,601.0,7.62,80,57.1,56.7,0.70875,0.9929947460595446,150,11,158,7,2.601036
11369,F2206160104,원단검사,FCM05,625,155.4,2000,34.0,41.62,0,116.0,115.6,0.0,0.996551724137931,9,74,69,52,0.9041876
25845,F2208090904,원단검사,FCM08,450,54.8,1000,10.0,12.77,30,50.0,49.2,1.64,0.984,74,10,74,7,2.453874
15309,F2207080044,원단검사,FCM11,190,88.3,4000,458.0,35.24,0,78.3,77.8,0.0,0.9936143039591316,76,49,86,47,1.169382
23965,F2208040015,원단검사,FCM05,536,168.1,2000,1.0,88.47,0,81.2,81.0,0.0,0.9975369458128078,92,267,214,149,0.8125136
24194,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,41.03,0,80.8,81.1,0.0,1.0037128712871286,10,642,10,523,0.6079773
30298,F2208260120,원단검사,FCM12,450,53.2,600,100.0,38.33,0,102.3,101.6,0.0,0.9931573802541545,125,44,0,0,0.7367827
12041,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,74.59,0,73.3,73.0,0.0,0.9959072305593452,31,1006,34,806,1.315164
21058,F2207280325,원단검사,FCM05,324,102.4,2000,16.0,5.63,80,54.5,53.7,0.67125,0.9853211009174312,94,13,94,10,0.4797601
17408,F2207250108,염색,FCM15,146,187.4,4000,1600.0,97.44,0,30.0,34.3,0.0,1.143333333333333,102,117,104,135,0.3946269
21688,F2207290029,원단검사,FCM05,350,128.0,2000,273.0,0.5,30,30.0,28.8,0.96,0.96,0,0,0,0,0.2007852
8124,F2204080072,원단검사,FCM05,450,129.0,2000,92.0,37.8,0,85.8,85.0,0.0,0.9906759906759908,69,123,83,82,1.000596
14754,F2207040146,원단검사,FCM08,294,80.1,1000,254.0,26.84,0,70.0,69.3,0.0,0.99,71,155,51,157,0.319741
24101,F2208040155,원단검사,FCM08,460,61.4,1000,1.0,20.18,0,113.5,113.5,0.0,1.0,17,435,45,351,0.6079773
7665,F2203280005,원단검사,FCM08,324,38.8,1000,96.0,79.39,0,97.9,97.0,0.0,0.9908069458631256,65,268,66,104,0.2916726
26580,F2208100051,원단검사,FCM05,324,139.6,2000,253.0,66.98,0,100.1,99.1,0.0,0.99000999000999,110,78,109,67,0.5054298
25716,F2208090013,염색,FCM08,800,66.0,1000,69.0,58.11,0,70.0,69.6,0.0,0.9942857142857142,28,397,28,319,0.768085
20972,F2207280322,원단검사,FCM08,320,54.6,1000,76.0,64.74,0,120.0,119.8,0.0,0.9983333333333332,18,161,55,136,1.818745
32345,F2208300115,원단검사,FCM06,460,112.4,2000,24.0,18.88,0,114.1,113.9,0.0,0.9982471516213848,2,92,75,57,1.113164
13642,F2206290342,원단검사,FCM08,560,60.8,1000,10.0,83.15,0,73.3,73.7,0.0,1.0054570259208733,58,234,125,74,0.3221368
13527,F2206290342,원단검사,FCM08,560,60.8,1000,10.0,20.65,0,112.6,112.3,0.0,0.9973357015985792,58,117,1172,34,0.3221368
9033,F2204290025,원단검사,FCM12,560,42.8,600,11.0,92.14,0,61.4,81.1,0.0,1.3208469055374592,43,376,0,0,14.85745
1089,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,52.9,0,70.0,69.4,0.0,0.9914285714285715,55,210,143,113,0.6491697
33223,F2208300552,원단검사,FCM08,324,38.0,1000,19.0,65.29,0,80.0,79.5,0.0,0.99375,68,127,67,41,0.8450533
22376,F2208020077,원단검사,FCM08,350,77.6,1000,12.0,37.07,0,100.0,99.7,0.0,0.997,63,177,53,160,1.354934
22782,F2208020101,염색,FCM06,314,93.4,2000,269.0,27.35,0,90.1,89.8,0.0,0.9966703662597116,70,68,59,50,0.4271967
14524,F2207010035,염색,FCM06,314,97.4,2000,300.0,39.57,0,118.9,118.5,0.0,0.9966358284272496,46,106,73,68,0.4555725
29139,F2208120081,원단검사,FCM06,320,164.6,2000,351.0,84.8,0,120.0,119.8,0.0,0.9983333333333332,41,82,125,48,1.532855
20198,F2207280277,원단검사,FCM05,536,161.4,2000,46.0,62.22,0,130.0,129.7,0.0,0.9976923076923075,12,83,96,64,0.7062185
24642,F2208080025,원단검사,FCM06,320,122.7,2000,77.0,54.81,0,93.6,93.1,0.0,0.9946581196581196,91,221,92,122,1.593427
33626,F2209010103,원단검사,FCM11,604,208.7,4000,550.0,54.07,0,135.0,134.5,0.0,0.9962962962962963,53,100,58,102,1.265589
20879,F2207280322,원단검사,FCM08,320,54.6,1000,76.0,10.98,40,50.0,50.3,1.2574999999999998,1.006,28,25,28,22,1.818745
31628,F2208300084,원단검사,FCM06,460,155.8,2000,5.0,60.99,0,92.8,92.8,0.0,1.0,80,239,78,161,1.361657
11731,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,17.92,0,130.0,129.8,0.0,0.9984615384615384,18,240,33,185,1.315164
11037,F2206100035,원단검사,FCM05,460,111.0,2000,115.0,20.25,0,103.1,102.8,0.0,0.997090203685742,132,26,1755,1,17.20203
14560,F2207010035,염색,FCM06,314,97.4,2000,300.0,55.22,0,110.2,110.1,0.0,0.999092558983666,53,152,219,90,0.4555725
18429,F2207250114,염색,FCM15,146,188.8,4000,1600.0,66.04,0,135.0,136.9,0.0,1.014074074074074,127,73,124,105,0.4435995
32643,F2208300164,원단검사,FCM06,460,155.6,2000,33.0,20.97,0,130.0,129.9,0.0,0.9992307692307691,15,134,87,77,1.013855
32432,F2208300115,원단검사,FCM06,460,112.4,2000,24.0,41.07,0,70.0,43.1,0.0,0.6157142857142858,0,201,0,116,1.113164
21437,F2207280325,원단검사,FCM05,324,102.4,2000,16.0,90.99,0,70.0,68.7,0.0,0.9814285714285714,55,318,93,236,0.4797601
12124,F2206220054,원단검사,FCM08,560,63.6,1000,10.0,89.76,0,70.0,66.5,0.0,0.95,8,1203,7,966,1.315164
24853,F2208080026,원단검사,FCM06,320,108.2,2000,343.0,10.11,40,51.8,51.7,1.2925,0.9980694980694982,81,20,82,17,2.006101
981,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,30.5,0,78.4,78.4,0.0,1.0,3,122,130,66,0.6491697
19955,F2207270052,원단검사,FCM05,450,124.8,2000,227.0,68.43,0,70.0,68.2,0.0,0.9742857142857144,154,248,77,194,3.592049
9311,F2204290026,원단검사,FCM08,560,55.8,1000,10.0,59.32,0,94.7,94.2,0.0,0.9947201689545936,50,271,836,78,2.042118
23713,F2208040015,원단검사,FCM05,536,168.1,2000,1.0,25.31,0,130.0,129.9,0.0,0.9992307692307691,94,69,107,42,0.8125136
5558,F2203080142,원단검사,FCM07,560,288.2,4000,373.0,55.5,0,93.4,95.2,0.0,1.019271948608137,72,74,70,80,0.7729153
20956,F2207280322,원단검사,FCM08,320,54.6,1000,76.0,55.49,0,120.0,119.9,0.0,0.9991666666666668,40,139,54,117,1.818745
33291,F2208300552,원단검사,FCM08,324,38.0,1000,19.0,93.39,0,40.0,40.0,0.0,1.0,69,185,283,62,0.8450533
21204,F2207280325,원단검사,FCM05,324,102.4,2000,16.0,38.51,0,70.0,69.0,0.0,0.9857142857142858,90,127,91,96,0.4797601
19455,F2207270001,원단검사,FCM06,320,197.6,2000,601.0,53.96,0,70.0,68.9,0.0,0.9842857142857144,26,108,151,63,2.601036
20288,F2207280313,원단검사,FCM05,536,168.4,2000,16.0,7.12,70,51.5,51.2,0.7314285714285714,0.9941747572815536,98,11,95,9,2.792194
1477,F2202160033,원단검사,FCM06,320,162.0,2000,500.0,61.69,0,70.0,68.8,0.0,0.9828571428571428,32,129,130,77,1.815297
32072,F2208300101,원단검사,FCM06,460,190.0,2000,14.0,36.31,0,130.0,129.8,0.0,0.9984615384615384,102,82,101,56,2.184558
6577,F2203100080,원단검사,FCM05,505,186.6,2000,1.0,91.59,0,30.0,47.0,0.0,1.5666666666666669,4,165,91,88,1.113235
1185,F2202160031,원단검사,FCM06,320,158.6,2000,90.0,72.82,0,72.3,72.1,0.0,0.9972337482710928,113,279,168,148,0.6491697
12440,F2206290114,원단검사,FCM05,625,220.3,2000,201.0,79.03,0,130.0,129.8,0.0,0.9984615384615384,37,188,102,128,0.9501897
13823,F2207010013,원단검사,FCM12,460,40.0,600,3.0,75.0,0,72.6,73.0,0.0,1.0055096418732783,38,124,0,0,1.130695
26274,F2208100002,원단검사,FCM12,320,20.2,600,47.0,1.22,30,30.0,39.8,1.3266666666666669,1.3266666666666669,0,0,0,0,1.343926
23509,F2208030137,원단검사,FCM08,480,82.4,1000,128.0,47.45,0,114.7,115.2,0.0,1.004359197907585,10,171,30,147,2.207412
32443,F2208300115,원단검사,FCM06,460,112.4,2000,24.0,43.88,0,70.3,56.2,0.0,0.7994310099573259,32,216,75,126,1.113164
10331,F2206070015,원단검사,FCM08,324,54.4,1000,119.0,4.14,70,50.0,48.9,0.6985714285714285,0.978,12,25,44,19,1.702155
25627,F2208090013,염색,FCM08,800,66.0,1000,69.0,24.53,0,100.0,100.0,0.0,1.0,30,152,15,120,0.768085
22313,F2208020077,원단검사,FCM08,350,77.6,1000,12.0,20.27,0,70.0,68.5,0.0,0.9785714285714284,63,99,53,90,1.354934
4906,F2203080139,원단검사,FCM07,560,290.6,4000,450.0,8.17,70,40.0,37.0,0.5285714285714286,0.925,85,6,87,6,3.65923
33623,F2209010103,원단검사,FCM11,604,208.7,4000,550.0,52.63,0,135.0,134.8,0.0,0.9985185185185186,53,97,57,99,1.265589
17055,F2207250049,염색,FCM12,800,50.0,600,67.0,68.01,0,95.6,95.3,0.0,0.9968619246861924,620,81,0,0,0.7474369
30173,F2208260119,원단검사,FCM05,450,147.4,2000,301.0,75.11,0,70.0,69.5,0.0,0.9928571428571428,18,122,18,89,0.8009977
22781,F2208020101,염색,FCM06,314,93.4,2000,269.0,26.91,0,89.2,89.2,0.0,1.0,69,67,60,49,0.4271967
16197,F2207080049,원단검사,FCM08,450,95.8,1000,72.0,14.29,0,104.0,103.7,0.0,0.9971153846153846,39,92,9,80,1.355596
7713,F2203280005,원단검사,FCM08,324,38.8,1000,96.0,91.6,0,70.0,65.3,0.0,0.9328571428571428,64,311,64,123,0.2916726
14263,F2207010034,염색,FCM06,314,98.8,2000,300.0,25.44,0,86.4,86.4,0.0,1.0,25,68,136,37,0.5957398
4195,F2203030280,원단검사,FCM08,324,66.2,1000,31.0,42.64,0,104.8,104.4,0.0,0.9961832061068704,12,204,57,142,0.8130776
27830,F2208120066,원단검사,FCM08,460,48.0,1000,3.0,42.5,0,80.5,80.3,0.0,0.9975155279503104,64,222,601,62,1.644801
30616,F2208290101,원단검사,FCM11,604,311.2,4000,600.0,95.83,0,30.0,28.4,0.0,0.9466666666666668,99,108,93,93,0.2728531
27021,F2208120022,원단검사,FCM05,536,184.9,2000,84.0,21.59,0,101.7,101.2,0.0,0.9950835791543756,20,47,114,30,1.057401
244,F2201280039,원단검사,FCM08,324,44.6,1000,41.0,47.39,0,106.0,105.1,0.0,0.991509433962264,66,203,669,53,0.7530965
12525,F2206290140,원단검사,FCM06,625,218.2,2000,14.0,4.53,130,45.5,44.6,0.3430769230769231,0.9802197802197804,121,8,111,6,0.5479724
3455,F2202210105,원단검사,FCM07,560,341.6,4000,545.0,65.42,0,72.0,75.6,0.0,1.0499999999999998,85,81,84,84,1.958902
9235,F2204290026,원단검사,FCM08,560,55.8,1000,10.0,40.92,0,70.0,68.0,0.0,0.9714285714285714,50,184,50,56,2.042118
29646,F2208260026,원단검사,FCM11,604,254.6,4000,228.0,21.62,0,67.2,67.5,0.0,1.0044642857142856,61,18,69,19,0.732778
1848,F2202180233,원단검사,FCM11,495,350.8,4000,210.0,42.86,0,119.5,118.3,0.0,0.989958158995816,80,42,81,38,1.542863
22888,F2208020101,염색,FCM06,314,93.4,2000,269.0,74.89,0,90.0,90.0,0.0,1.0,72,209,61,142,0.4271967
34017,F2209010106,원단검사,FCM11,604,234.2,4000,433.0,33.33,0,102.6,101.6,0.0,0.9902534113060428,83,42,92,36,1.696731
12212,F2206290114,원단검사,FCM05,625,220.3,2000,201.0,9.73,30,68.8,68.5,2.283333333333333,0.9956395348837208,110,16,104,13,0.9501897
